Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,pSS2B.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.172,34.4037,0.4,0.4000000059604645,-3.0881186e-10,-6.0081375e-09,1.0,0.99199355,1.0,0.9959842
0.174,34.4037,0.4,0.4000000059604645,-3.0937508e-10,-5.8920095e-09,1.0,0.99199355,1.0,0.9959842
0.176,34.4037,0.4,0.4000000059604645,-3.099383e-10,-5.775881e-09,1.0,0.99199355,1.0,0.9959842
0.178,34.4037,0.4,0.4000000059604645,-3.105015e-10,-5.659753e-09,1.0,0.99199355,1.0,0.9959842
0.18,34.4037,0.4,0.4000000059604645,-3.110647e-10,-5.543625e-09,1.0,0.99199355,1.0,0.9959842
0.182,34.4037,0.4,0.4000000059604645,-3.1162792e-10,-5.427497e-09,1.0,0.99199355,1.0,0.9959842
0.184,34.4037,0.4,0.4000000059604645,-3.1219113e-10,-5.311369e-09,1.0,0.99199355,1.0,0.9959842
0.186,34.4037,0.4,0.4000000059604645,-3.1275435e-10,-5.195241e-09,1.0,0.99199355,1.0,0.9959842
0.188,34.4037,0.4,0.4000000059604645,-3.1331757e-10,-5.079113e-09,1.0,0.99199355,1.0,0.9959842
0.19,34.4037,0.4,0.4000000059604645,-3.1388078e-10,-4.9629847e-09,1.0,0.99199355,1.0,0.9959842
0.192,34.4037,0.4,0.4000000059604645,-3.1444397e-10,-4.8468567e-09,1.0,0.99199355,1.0,0.9959842
0.194,34.4037,0.4,0.4000000059604645,-3.150072e-10,-4.7307287e-09,1.0,0.99199355,1.0,0.9959842
0.196,34.4037,0.4,0.4000000059604645,-3.155704e-10,-4.6146007e-09,1.0,0.99199355,1.0,0.9959842
0.198,34.4037,0.4,0.4000000059604645,-3.1613362e-10,-4.4984727e-09,1.0,0.99199355,1.0,0.9959842
0.2,34.4037,0.4,0.4000000059604645,-3.1669684e-10,-4.3823447e-09,1.0,0.99199355,1.0,0.9959842
0.202,34.4037,0.4,0.4000000059604645,-3.1726002e-10,-4.2662163e-09,1.0,0.99199355,1.0,0.9959842
0.204,34.4037,0.4,0.4000000059604645,-3.1782324e-10,-4.1500883e-09,1.0,0.99199355,1.0,0.9959842
0.206,34.4037,0.4,0.4000000059604645,-3.1838646e-10,-4.0339603e-09,1.0,0.99199355,1.0,0.9959842
0.208,34.4037,0.4,0.4000000059604645,-3.1894967e-10,-3.9178323e-09,1.0,0.99199355,1.0,0.9959842
0.21,34.4037,0.4,0.4000000059604645,-3.195129e-10,-3.8017043e-09,1.0,0.99199355,1.0,0.9959842
0.212,34.4037,0.4,0.4000000059604645,-3.2007608e-10,-3.685576e-09,1.0,0.99199355,1.0,0.9959842
0.214,34.4037,0.4,0.4000000059604645,-3.206393e-10,-3.569448e-09,1.0,0.99199355,1.0,0.9959842
0.216,34.4037,0.4,0.4000000059604645,-3.212025e-10,-3.45332e-09,1.0,0.99199355,1.0,0.9959842
0.218,34.4037,0.4,0.4000000059604645,-3.2176573e-10,-3.337192e-09,1.0,0.99199355,1.0,0.9959842
0.22,34.4037,0.4,0.4000000059604645,-3.2232894e-10,-3.2210639e-09,1.0,0.99199355,1.0,0.9959842
0.222,34.4037,0.4,0.4000000059604645,-3.2289213e-10,-3.1049359e-09,1.0,0.99199355,1.0,0.9959842
0.224,34.4037,0.4,0.4000000059604645,-3.2345535e-10,-2.9888079e-09,1.0,0.99199355,1.0,0.9959842
0.226,34.4037,0.4,0.4000000059604645,-3.2401856e-10,-2.8726796e-09,1.0,0.99199355,1.0,0.9959842
0.228,34.4037,0.4,0.4000000059604645,-3.2458178e-10,-2.7565517e-09,1.0,0.99199355,1.0,0.9959842
0.23,34.4037,0.4,0.4000000059604645,-3.25145e-10,-2.6404237e-09,1.0,0.99199355,1.0,0.9959842
0.232,34.4037,0.4,0.4000000059604645,-3.2570818e-10,-2.5242954e-09,1.0,0.99199355,1.0,0.9959842
0.234,34.4037,0.4,0.4000000059604645,-3.262714e-10,-2.4081674e-09,1.0,0.99199355,1.0,0.9959842
0.236,34.4037,0.4,0.4000000059604645,-3.2683461e-10,-2.2920394e-09,1.0,0.99199355,1.0,0.9959842
0.238,34.4037,0.4,0.4000000059604645,-3.2739783e-10,-2.1759115e-09,1.0,0.99199355,1.0,0.9959842
