Time,gENCLS2.delta,gENCLS2.P,gENCLS2.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
2.222,18.004812,0.6285183,0.002704461,0.9909343,0.98341274,0.99412394,0.98874545
2.224,18.101486,0.6308023,0.0026661828,0.99081284,0.9832907,0.99403536,0.98863935
2.226,18.196777,0.6330522,0.002627527,0.9906925,0.9831697,0.99394757,0.9885341
2.228,18.29067,0.63526773,0.0025884989,0.9905734,0.9830498,0.9938605,0.98842984
2.23,18.383148,0.63744867,0.0025491044,0.99045557,0.9829311,0.99377424,0.9883265
2.232,18.474205,0.6395948,0.0025093495,0.99033904,0.9828136,0.99368876,0.9882242
2.234,18.563822,0.64170575,0.0024692395,0.9902238,0.9826973,0.9936041,0.98812294
2.236,18.65199,0.64378136,0.002428781,0.99011004,0.9825824,0.99352044,0.98802274
2.238,18.738695,0.64582133,0.0023879793,0.9899976,0.9824688,0.99343765,0.98792374
2.24,18.823925,0.64782554,0.0023468405,0.9898867,0.9823566,0.9933558,0.98782593
2.242,18.907667,0.6497936,0.0023053708,0.98977727,0.9822458,0.9932749,0.9877293
2.244,18.989912,0.6517255,0.002263576,0.9896694,0.98213655,0.9931952,0.98763394
2.246,19.070644,0.6536208,0.0022214623,0.98956305,0.9820288,0.9931164,0.9875399
2.248,19.149857,0.6554794,0.002179036,0.9894583,0.98192257,0.9930388,0.98744714
2.25,19.227535,0.657301,0.0021363026,0.98935527,0.98181796,0.99296224,0.9873558
2.252,19.30367,0.6590856,0.0020932688,0.9892539,0.981715,0.9928869,0.9872659
2.254,19.37825,0.66083276,0.0020499409,0.9891543,0.98161376,0.99281275,0.9871774
2.256,19.451265,0.66254246,0.0020063247,0.98905635,0.9815142,0.99273986,0.98709035
2.258,19.522705,0.66421443,0.0019624268,0.98896027,0.98141646,0.99266815,0.9870049
2.26,19.592562,0.66584855,0.0019182533,0.988866,0.9813205,0.9925978,0.98692095
2.262,19.660822,0.6674445,0.0018738105,0.9887736,0.9812264,0.99252874,0.98683864
2.264,19.727474,0.6690023,0.0018291051,0.9886831,0.9811341,0.992461,0.98675793
2.266,19.792515,0.6705217,0.0017841432,0.9885945,0.9810438,0.99239475,0.9866789
2.268,19.855934,0.67200243,0.0017389313,0.98850787,0.9809554,0.99232984,0.98660153
2.27,19.917719,0.6734445,0.0016934758,0.9884232,0.98086905,0.99226636,0.98652595
2.272,19.977865,0.67484766,0.0016477831,0.9883406,0.9807847,0.9922043,0.98645204
2.274,20.03636,0.6762118,0.0016018598,0.9882601,0.98070246,0.9921438,0.98638
2.276,20.093197,0.67753667,0.0015557125,0.9881816,0.98062223,0.99208474,0.9863097
2.278,20.148373,0.6788223,0.0015093477,0.98810524,0.98054415,0.9920273,0.9862413
2.28,20.201872,0.68006843,0.0014627718,0.988031,0.9804682,0.9919714,0.98617476
2.282,20.25369,0.68127495,0.0014159916,0.9879589,0.9803945,0.9919171,0.9861101
2.284,20.303823,0.6824418,0.0013690135,0.98788905,0.98032296,0.9918644,0.9860474
2.286,20.35226,0.6835688,0.0013218443,0.9878214,0.98025364,0.9918133,0.98598665
2.288,20.398996,0.6846558,0.0012744906,0.98775595,0.98018664,0.9917639,0.9859279
2.29,20.444023,0.68570274,0.001226959,0.98769283,0.9801219,0.9917162,0.9858711
2.292,20.487337,0.6867095,0.0011792564,0.9876319,0.9800595,0.99167013,0.98581636
2.294,20.528929,0.687676,0.0011313893,0.9875734,0.9799995,0.99162585,0.98576367
2.296,20.568798,0.68860215,0.0010833644,0.9875171,0.9799418,0.9915833,0.98571306
2.298,20.606932,0.6894878,0.0010351886,0.98746324,0.97988653,0.99154246,0.98566455
2.3,20.64333,0.6903329,0.0009868684,0.98741174,0.97983366,0.9915035,0.9856181
2.302,20.677986,0.6911373,0.0009384109,0.9873626,0.97978324,0.9914662,0.9855739
2.304,20.710896,0.69190097,0.0008898227,0.9873159,0.97973526,0.9914308,0.98553175
2.306,20.742054,0.69262385,0.0008411106,0.9872716,0.9796898,0.9913972,0.9854918
2.308,20.771456,0.69330585,0.0007922814,0.98722976,0.9796468,0.99136543,0.9854541
2.31,20.799097,0.69394684,0.000743342,0.98719037,0.97960633,0.9913355,0.98541856
2.312,20.824978,0.6945469,0.0006942992,0.9871535,0.9795684,0.9913075,0.98538524
2.314,20.849089,0.6951058,0.00064515974,0.987119,0.979533,0.99128133,0.9853541
2.316,20.871428,0.69562364,0.00059593056,0.9870871,0.9795002,0.9912571,0.9853253
2.318,20.891994,0.69610023,0.00054661854,0.9870577,0.9794699,0.99123466,0.9852987
2.32,20.910786,0.6965356,0.0004972305,0.98703074,0.97944224,0.9912142,0.98527443
2.322,20.927795,0.6969297,0.00044777335,0.98700637,0.97941715,0.9911957,0.9852524
2.324,20.943026,0.6972825,0.00039825393,0.98698455,0.97939473,0.99117905,0.98523265
2.326,20.95647,0.69759387,0.00034867917,0.98696524,0.9793749,0.9911644,0.9852152
2.328,20.96813,0.69786394,0.00029905597,0.9869485,0.97935766,0.99115163,0.98520005
2.33,20.978003,0.6980926,0.00024939122,0.9869343,0.97934306,0.99114084,0.98518723
2.332,20.986086,0.69827974,0.00019969179,0.9869227,0.9793311,0.99113196,0.98517674
2.334,20.99238,0.69842553,0.00014996462,0.9869136,0.9793218,0.9911251,0.9851686
2.336,20.996883,0.6985298,0.00010021662,0.9869072,0.9793151,0.99112016,0.98516273
2.338,20.999596,0.6985926,5.0454695e-05,0.98690325,0.9793111,0.9911172,0.98515916
2.34,21.000517,0.6986139,6.8575963e-07,0.98690194,0.97930974,0.99111617,0.98515797
2.342,20.999645,0.69859374,-4.908327e-05,0.9869032,0.97931105,0.9911171,0.9851591
2.344,20.996983,0.69853204,-9.8845485e-05,0.986907,0.979315,0.99112004,0.98516256
2.346,20.992529,0.6984289,-0.00014859396,0.98691344,0.97932154,0.9911249,0.9851684
2.348,20.986284,0.6982843,-0.0001983218,0.9869224,0.9793308,0.9911318,0.9851765
2.35,20.978249,0.6980983,-0.0002480221,0.98693395,0.9793427,0.99114054,0.98518693
2.352,20.968426,0.6978708,-0.0002976879,0.9869481,0.9793572,0.99115133,0.9851997
2.354,20.956816,0.6976019,-0.00034731234,0.98696476,0.97937435,0.99116397,0.98521477
2.356,20.94342,0.6972916,-0.00039688853,0.98698395,0.97939414,0.99117863,0.9852321
2.358,20.92824,0.69694,-0.00044640954,0.9870057,0.9794165,0.9911952,0.9852518
2.36,20.911278,0.69654703,-0.0004958685,0.98703,0.9794415,0.9912137,0.9852738
2.362,20.892538,0.6961128,-0.0005452586,0.9870569,0.9794691,0.99123406,0.98529804
2.364,20.87202,0.6956373,-0.0005945728,0.98708624,0.9794993,0.9912564,0.98532456
2.366,20.849728,0.69512063,-0.0006438043,0.9871181,0.97953206,0.9912806,0.9853533
2.368,20.825665,0.69456285,-0.0006929463,0.98715246,0.9795674,0.9913067,0.98538435
2.37,20.799835,0.69396394,-0.0007419919,0.98718935,0.97960526,0.99133474,0.9854176
2.372,20.772243,0.6933241,-0.0007909343,0.98722863,0.97964567,0.9913646,0.98545307
2.374,20.74289,0.6926432,-0.00083976664,0.9872704,0.9796886,0.9913963,0.98549074
2.376,20.711779,0.6919215,-0.000888482,0.98731464,0.979734,0.99142987,0.9855306
2.378,20.678919,0.6911589,-0.0009370738,0.9873613,0.97978187,0.9914652,0.9855727
2.38,20.64431,0.6903556,-0.000985535,0.98741037,0.97983223,0.9915024,0.98561686
2.382,20.60796,0.68951166,-0.001033859,0.9874618,0.97988504,0.9915414,0.98566324
2.384,20.569874,0.6886271,-0.0010820389,0.9875156,0.97994024,0.99158216,0.9857117
2.386,20.530052,0.6877021,-0.001130068,0.9875718,0.9799979,0.99162465,0.98576224
2.388,20.488506,0.68673676,-0.0011779396,0.9876303,0.98005784,0.99166894,0.98581487
2.39,20.44524,0.68573105,-0.0012256469,0.9876911,0.9801202,0.9917149,0.9858695
2.392,20.40026,0.68468523,-0.0012731833,0.9877542,0.98018485,0.9917626,0.9859263
2.394,20.353573,0.6835993,-0.001320542,0.98781955,0.9802518,0.99181193,0.985985
2.396,20.305183,0.6824734,-0.0013677164,0.98788714,0.980321,0.99186295,0.98604566
2.398,20.255096,0.6813077,-0.0014146998,0.987957,0.98039246,0.9919156,0.98610836
2.4,20.203323,0.6801022,-0.0014614856,0.988029,0.9804661,0.9919699,0.9861729
2.402,20.14987,0.6788572,-0.0015080672,0.98810315,0.980542,0.99202573,0.98623943
2.404,20.094744,0.67757267,-0.001554438,0.98817945,0.98062,0.9920832,0.9863078
2.406,20.03795,0.67624885,-0.0016005913,0.9882579,0.9807002,0.99214214,0.986378
2.408,19.9795,0.6748858,-0.0016465209,0.9883384,0.98078245,0.99220264,0.98645
2.41,19.919401,0.6734837,-0.00169222,0.98842096,0.98086673,0.99226457,0.98652387
2.412,19.85766,0.6720428,-0.0017376821,0.98850554,0.98095304,0.99232805,0.98659945
2.414,19.794289,0.67056304,-0.0017829009,0.9885921,0.9810414,0.9923929,0.98667675
2.416,19.729292,0.66904473,-0.0018278698,0.9886806,0.9811316,0.9924592,0.9867557
2.418,19.66268,0.66748804,-0.0018725825,0.9887711,0.9812238,0.9925269,0.9868364
2.42,19.594465,0.6658931,-0.0019170325,0.9888634,0.9813179,0.99259585,0.9869187
2.422,19.524654,0.66426,-0.0019612135,0.98895764,0.9814138,0.99266624,0.98700255
2.424,19.453259,0.66258913,-0.002005119,0.98905367,0.9815115,0.9927378,0.987088
2.426,19.380287,0.66088045,-0.0020487432,0.98915154,0.98161095,0.9928107,0.987175
2.428,19.305748,0.65913427,-0.0020920793,0.98925114,0.9817122,0.9928849,0.9872634
2.43,19.229656,0.6573508,-0.0021351213,0.98935246,0.9818151,0.99296016,0.9873533
2.432,19.15202,0.6555301,-0.002177863,0.98945546,0.98191965,0.9930366,0.98744464
2.434,19.072851,0.6536725,-0.002220298,0.9895601,0.9820258,0.99311423,0.9875373
2.436,18.992159,0.6517782,-0.0022624203,0.9896664,0.9821335,0.993193,0.9876313
2.438,18.909956,0.6498474,-0.0023042238,0.9897743,0.98224276,0.9932727,0.9877266
2.44,18.826256,0.6478803,-0.0023457028,0.98988366,0.9823535,0.99335355,0.98782325
2.442,18.741066,0.6458771,-0.0023868508,0.9899946,0.9824657,0.9934353,0.98792106
2.444,18.654402,0.6438381,-0.0024276618,0.99010694,0.98257923,0.9935181,0.98802
2.446,18.566275,0.64176345,-0.00246813,0.99022067,0.98269415,0.9936018,0.98812014
2.448,18.476696,0.6396535,-0.0025082496,0.9903359,0.9828104,0.9936864,0.98822135
2.45,18.385681,0.6375084,-0.0025480145,0.99045235,0.9829278,0.99377185,0.9883236
2.452,18.29324,0.63532835,-0.002587419,0.9905701,0.98304653,0.9938581,0.988427
2.454,18.199387,0.63311374,-0.0026264573,0.9906892,0.98316634,0.9939452,0.98853123
2.456,18.104134,0.6308648,-0.0026651234,0.9908095,0.98328733,0.994033,0.98863643
2.458,18.007498,0.62858176,-0.0027034122,0.990931,0.9834094,0.9941215,0.98874253
2.46,17.909489,0.62626487,-0.0027413173,0.9910535,0.9835324,0.99421066,0.98884946
2.462,17.810123,0.6239144,-0.0027788337,0.9911772,0.9836565,0.9943005,0.9889572
2.464,17.709414,0.6215307,-0.0028159556,0.99130195,0.9837815,0.9943909,0.98906577
2.466,17.607374,0.61911404,-0.0028526771,0.9914277,0.9839074,0.99448186,0.98917496
2.468,17.504019,0.61666465,-0.0028889934,0.9915544,0.9840341,0.99457335,0.9892849
2.47,17.399366,0.6141829,-0.0029248986,0.991682,0.9841616,0.9946653,0.98939544
2.472,17.293428,0.61166906,-0.0029603876,0.9918105,0.9842898,0.9947578,0.98950654
2.474,17.18622,0.60912347,-0.002995455,0.99193984,0.98441875,0.99485064,0.9896182
2.476,17.077755,0.60654634,-0.0030300955,0.99206996,0.98454833,0.99494386,0.98973036
2.478,16.968052,0.6039381,-0.0030643037,0.99220085,0.9846785,0.9950374,0.989843
2.48,16.857126,0.60129905,-0.0030980748,0.9923324,0.9848093,0.99513125,0.989956
2.482,16.744991,0.59862953,-0.0031314034,0.99246466,0.98494047,0.9952253,0.9900694
2.484,16.631664,0.5959298,-0.0031642846,0.9925975,0.98507214,0.99531966,0.9901831
2.486,16.517162,0.5932003,-0.0031967133,0.9927309,0.9852042,0.99541414,0.99029714
2.488,16.4015,0.59044135,-0.0032286847,0.99286485,0.98533666,0.9955088,0.99041134
2.49,16.284697,0.5876532,-0.0032601936,0.9929993,0.9854694,0.9956035,0.9905258
2.492,16.166767,0.58483636,-0.0032912355,0.99313414,0.9856024,0.99569833,0.99064034
2.494,16.047728,0.5819911,-0.0033218057,0.9932694,0.98573554,0.99579316,0.990755
2.496,15.927597,0.5791178,-0.0033518993,0.99340504,0.98586893,0.995888,0.9908697
2.498,15.806392,0.5762169,-0.0033815117,0.99354094,0.9860024,0.99598277,0.99098444
2.5,15.684128,0.5732886,-0.003410638,0.99367714,0.9861359,0.9960774,0.9910992
2.502,15.560825,0.5703335,-0.0034392744,0.9938135,0.9862694,0.996172,0.9912138
2.504,15.436501,0.5673519,-0.003467416,0.99395007,0.9864029,0.99626637,0.9913283
2.506,15.3111725,0.5643441,-0.0034950583,0.9940868,0.9865364,0.9963606,0.9914427
2.508,15.184856,0.56131065,-0.0035221973,0.9942236,0.98666966,0.99645454,0.9915568
2.51,15.057574,0.55825186,-0.0035488284,0.99436045,0.98680276,0.99654824,0.9916707
2.512,14.92934,0.5551682,-0.0035749478,0.9944973,0.9869357,0.99664164,0.99178433
2.514,14.800177,0.55206007,-0.003600551,0.9946341,0.9870683,0.9967347,0.99189764
2.516,14.670101,0.54892784,-0.0036256344,0.9947708,0.9872006,0.99682736,0.9920106
2.518,14.539132,0.54577196,-0.0036501936,0.99490744,0.9873326,0.9969196,0.9921231
2.52,14.407287,0.54259294,-0.003674225,0.9950439,0.98746413,0.99701136,0.9922352
2.522,14.274588,0.5393911,-0.0036977245,0.99518013,0.98759526,0.9971027,0.99234676
2.524,14.141051,0.5361669,-0.0037206886,0.99531615,0.98772585,0.9971935,0.9924578
2.526,14.006698,0.53292084,-0.0037431135,0.9954518,0.987856,0.99728376,0.99256825
2.528,13.871547,0.5296534,-0.0037649954,0.9955872,0.98798543,0.9973734,0.9926781
2.53,13.735619,0.52636486,-0.003786331,0.99572223,0.9881143,0.99746245,0.99278736
2.532,13.59893,0.52305585,-0.003807117,0.9958568,0.98824257,0.99755085,0.9928959
2.534,13.461506,0.5197268,-0.0038273497,0.995991,0.98837006,0.9976385,0.99300367
2.536,13.323361,0.51637816,-0.0038470258,0.9961247,0.98849684,0.99772555,0.9931108
2.538,13.18452,0.5130104,-0.0038661424,0.9962579,0.9886228,0.9978118,0.993217
2.54,13.045,0.509624,-0.003884696,0.99639046,0.98874795,0.99789727,0.99332243
2.542,12.904822,0.5062194,-0.0039026835,0.9965225,0.98887223,0.9979819,0.993427
2.544,12.764007,0.5027972,-0.0039201025,0.9966539,0.9889956,0.99806577,0.99353063
2.546,12.622575,0.49935776,-0.003936949,0.9967846,0.98911804,0.99814874,0.9936334
2.548,12.480546,0.49590164,-0.0039532217,0.9969146,0.9892395,0.99823076,0.99373513
2.55,12.337942,0.49242935,-0.0039689164,0.9970439,0.98936,0.99831194,0.9938359
2.552,12.194784,0.48894137,-0.0039840313,0.9971724,0.98947936,0.99839216,0.99393564
2.554,12.051092,0.48543823,-0.0039985636,0.99730015,0.9895977,0.9984714,0.9940343
2.556,11.906888,0.48192042,-0.0040125106,0.997427,0.98971486,0.9985496,0.99413186
2.558,11.762191,0.47838846,-0.00402587,0.997553,0.98983085,0.9986268,0.9942283
2.56,11.617025,0.47484288,-0.00403864,0.9976781,0.9899457,0.99870294,0.9943236
2.562,11.47141,0.47128418,-0.004050818,0.9978023,0.9900593,0.99877805,0.9944177
2.564,11.325366,0.4677129,-0.004062401,0.9979255,0.99017173,0.998852,0.99451065
2.566,11.178916,0.46412957,-0.0040733884,0.9980477,0.9902828,0.9989249,0.9946023
2.568,11.032083,0.46053472,-0.004083778,0.99816895,0.99039257,0.9989966,0.99469274
2.57,10.884884,0.45692888,-0.004093567,0.99828905,0.99050105,0.9990672,0.99478185
2.572,10.737346,0.4533126,-0.004102754,0.99840814,0.9906081,0.99913657,0.9948697
2.574,10.589486,0.44968644,-0.0041113375,0.9985261,0.9907138,0.99920475,0.9949562
2.576,10.441329,0.4460509,-0.004119316,0.998643,0.990818,0.99927175,0.9950413
2.578,10.292895,0.44240656,-0.004126688,0.9987586,0.9909209,0.99933743,0.99512506
2.58,10.144207,0.438754,-0.0041334517,0.9988732,0.9910222,0.9994019,0.9952074
2.582,9.995287,0.4350937,-0.004139606,0.9989865,0.99112207,0.9994651,0.9952884
2.584,9.846156,0.43142626,-0.0041451496,0.99909854,0.9912204,0.99952704,0.9953679
2.586,9.6968355,0.42775223,-0.004150081,0.99920934,0.9913173,0.99958766,0.99544597
2.588,9.54735,0.42407215,-0.0041544,0.99931896,0.9914125,0.99964696,0.9955225
2.59,9.397719,0.42038664,-0.0041581052,0.9994272,0.9915062,0.9997049,0.9955976
2.592,9.247966,0.41669622,-0.0041611954,0.9995342,0.9915983,0.9997615,0.9956712
2.594,9.098113,0.41300145,-0.0041636704,0.9996398,0.9916888,0.9998168,0.9957433
2.596,8.948182,0.40930295,-0.0041655293,0.9997441,0.99177766,0.9998707,0.99581385
2.598,8.798196,0.40560123,-0.0041667717,0.999847,0.99186486,0.9999232,0.9958828
2.6,8.648174,0.40189692,-0.0041673966,0.99994856,0.9919504,0.99997437,0.9959503
2.602,8.498143,0.39819053,-0.0041674036,1.0000488,0.99203426,1.0000241,0.99601614
2.604,8.348122,0.3944827,-0.004166793,1.0001475,0.99211645,1.0000725,0.99608046
2.606,8.198133,0.39077395,-0.0041655647,1.0002447,0.992197,1.0001194,0.99614316
2.608,8.048201,0.3870649,-0.004163718,1.0003406,0.9922758,1.0001649,0.99620426
2.61,7.8983464,0.38335612,-0.0041612526,1.000435,0.99235284,1.000209,0.99626374
2.612,7.748591,0.37964818,-0.00415817,1.000528,0.99242824,1.0002518,0.9963217
2.614,7.598958,0.37594163,-0.004154469,1.0006194,0.99250185,1.000293,0.99637794
2.616,7.4494686,0.37223712,-0.0041501503,1.0007094,0.99257374,1.0003328,0.99643266
2.618,7.300147,0.3685352,-0.0041452143,1.000798,0.9926439,1.0003712,0.9964857
2.62,7.1510134,0.3648364,-0.004139662,1.000885,0.9927123,1.0004082,0.9965371
2.622,7.002091,0.36114138,-0.004133493,1.0009705,0.99277896,1.0004437,0.9965869
2.624,6.853402,0.35745066,-0.004126709,1.0010544,0.9928438,1.0004778,0.9966351
2.626,6.704968,0.3537649,-0.00411931,1.0011369,0.992907,1.0005105,0.99668163
2.628,6.556812,0.3500846,-0.0041112974,1.0012178,0.9929683,1.0005417,0.9967266
2.63,6.4089546,0.3464104,-0.0041026715,1.0012972,0.993028,1.0005716,0.9967699
2.632,6.2614193,0.34274283,-0.004093434,1.0013751,0.99308586,1.0006,0.99681157
2.634,6.1142273,0.3390825,-0.004083586,1.0014514,0.99314195,1.0006269,0.9968516
2.636,5.967401,0.33543,-0.004073128,1.0015262,0.9931963,1.0006526,0.9968901
2.638,5.8209624,0.3317859,-0.0040620626,1.0015994,0.99324894,1.0006768,0.99692696
2.64,5.674933,0.32815075,-0.0040503903,1.0016712,0.9932998,1.0006995,0.9969622
2.642,5.529334,0.32452515,-0.0040381127,1.0017413,0.99334896,1.0007209,0.99699587
2.644,5.3841887,0.3209097,-0.0040252316,1.00181,0.99339634,1.0007409,0.997028
2.646,5.2395177,0.31730494,-0.0040117493,1.0018771,0.99344206,1.0007595,0.9970585
2.648,5.0953426,0.31371146,-0.0039976668,1.0019426,0.99348605,1.0007768,0.9970874
2.65,4.9516854,0.31012985,-0.0039829863,1.0020066,0.9935283,1.0007927,0.99711484
2.652,4.8085675,0.30656064,-0.00396771,1.0020692,0.9935689,1.0008073,0.9971407
2.654,4.66601,0.30300438,-0.00395184,1.0021303,0.9936078,1.0008206,0.997165
2.656,4.524035,0.29946172,-0.003935378,1.0021898,0.9936451,1.0008326,0.99718785
2.658,4.3826632,0.29593316,-0.003918327,1.0022477,0.99368066,1.0008432,0.99720913
2.66,4.2419157,0.29241928,-0.003900689,1.0023042,0.99371463,1.0008526,0.997229
2.662,4.1018133,0.28892064,-0.0038824668,1.0023593,0.99374694,1.0008607,0.99724734
2.664,3.9623775,0.28543782,-0.0038636627,1.0024128,0.9937777,1.0008675,0.99726427
2.666,3.8236296,0.2819713,-0.0038442793,1.0024648,0.99380684,1.0008732,0.9972797
2.668,3.6855898,0.27852175,-0.00382432,1.0025154,0.9938344,1.0008775,0.9972938
2.67,3.5482786,0.2750896,-0.0038037866,1.0025645,0.99386036,1.0008807,0.9973064
2.672,3.411717,0.27167547,-0.003782683,1.0026122,0.9938848,1.0008827,0.9973177
2.674,3.2759252,0.26827988,-0.0037610119,1.0026586,0.99390775,1.0008836,0.9973276
2.676,3.140924,0.2649034,-0.0037387763,1.0027034,0.9939292,1.0008833,0.9973362
2.678,3.0067334,0.2615465,-0.0037159796,1.0027469,0.9939492,1.0008819,0.9973434
2.68,2.8733735,0.2582098,-0.003692625,1.002789,0.99396765,1.0008794,0.9973494
2.682,2.7408645,0.25489375,-0.0036687162,1.0028298,0.99398476,1.0008757,0.9973541
2.684,2.609226,0.25159892,-0.0036442564,1.0028691,0.99400043,1.0008711,0.99735755
2.686,2.4784777,0.24832585,-0.0036192492,1.0029072,0.9940147,1.0008653,0.99735975
2.688,2.34864,0.24507503,-0.0035936984,1.0029439,0.9940276,1.0008587,0.99736077
2.69,2.2197316,0.24184698,-0.0035676076,1.0029793,0.9940392,1.0008509,0.9973606
2.692,2.091772,0.23864223,-0.0035409806,1.0030135,0.99404943,1.0008423,0.9973593
2.694,1.964781,0.23546126,-0.0035138216,1.0030463,0.99405843,1.0008327,0.99735683
2.696,1.8387771,0.2323046,-0.0034861343,1.0030779,0.9940661,1.0008221,0.9973533
2.698,1.7137792,0.22917274,-0.0034579232,1.0031083,0.9940726,1.0008106,0.99734867
2.7,1.5898064,0.22606617,-0.003429192,1.0031375,0.99407786,1.0007983,0.997343
2.702,1.4668773,0.22298539,-0.003399945,1.0031654,0.994082,1.0007852,0.9973363
2.704,1.3450104,0.21993087,-0.003370187,1.0031922,0.99408495,1.0007713,0.9973287
2.706,1.2242239,0.21690312,-0.003339922,1.0032178,0.99408674,1.0007565,0.99732006
2.708,1.1045359,0.21390261,-0.0033091549,1.0032424,0.9940875,1.000741,0.9973105
2.71,0.9859646,0.2109298,-0.0032778897,1.0032657,0.99408716,1.0007247,0.9973001
2.712,0.8685278,0.20798515,-0.0032461314,1.003288,0.99408585,1.0007077,0.99728876
2.714,0.7522431,0.20506915,-0.0032138848,1.0033094,0.99408346,1.0006901,0.99727654
2.716,0.63712806,0.20218225,-0.0031811546,1.0033295,0.9940801,1.0006719,0.9972636
2.718,0.5232,0.19932488,-0.0031479455,1.0033487,0.9940759,1.0006529,0.99724984
2.72,0.41047594,0.19649751,-0.0031142628,1.0033668,0.9940707,1.0006334,0.9972353
2.722,0.298973,0.1937006,-0.0030801115,1.0033841,0.9940646,1.0006132,0.9972201
2.724,0.18870787,0.19093455,-0.0030454963,1.0034003,0.9940577,1.0005926,0.9972042
2.726,0.0796972,0.18819982,-0.003010423,1.0034156,0.99405,1.0005715,0.9971876
2.728,-0.028042622,0.18549682,-0.0029748962,1.00343,0.9940415,1.0005499,0.9971704
2.73,-0.13449538,0.18282597,-0.0029389218,1.0034436,0.99403226,1.0005277,0.99715257
2.732,-0.23964503,0.1801877,-0.002902505,1.0034562,0.9940223,1.0005053,0.9971342
2.734,-0.3434758,0.17758243,-0.0028656512,1.003468,0.99401164,1.0004824,0.9971153
2.736,-0.44597197,0.17501053,-0.002828366,1.003479,0.9940004,1.0004592,0.99709594
2.738,-0.5471182,0.17247242,-0.0027906545,1.0034893,0.9939884,1.0004356,0.9970761
2.74,-0.64689916,0.1699685,-0.0027525232,1.0034988,0.99397594,1.0004116,0.99705577
2.742,-0.7452999,0.16749914,-0.0027139774,1.0035075,0.9939628,1.0003874,0.9970351
2.744,-0.8423056,0.16506474,-0.002675023,1.0035155,0.99394923,1.000363,0.99701405
2.746,-0.9379016,0.16266567,-0.0026356657,1.0035228,0.99393517,1.0003383,0.99699265
2.748,-1.0320736,0.16030228,-0.0025959115,1.0035294,0.9939206,1.0003135,0.9969709
2.75,-1.1248074,0.15797496,-0.0025557666,1.0035355,0.99390566,1.0002885,0.9969489
2.752,-1.2160889,0.15568407,-0.0025152366,1.0035409,0.99389035,1.0002633,0.99692667
2.754,-1.3059044,0.15342994,-0.0024743278,1.0035456,0.9938746,1.0002382,0.99690425
2.756,-1.3942405,0.15121293,-0.0024330465,1.0035499,0.9938586,1.0002128,0.9968816
2.758,-1.4810839,0.14903337,-0.002391399,1.0035536,0.99384224,1.0001875,0.99685884
2.76,-1.5664213,0.14689161,-0.002349391,1.0035567,0.9938256,1.0001621,0.99683595
2.762,-1.65024,0.14478797,-0.0023070294,1.0035594,0.99380875,1.0001367,0.99681294
2.764,-1.7325275,0.14272276,-0.0022643204,1.0035616,0.99379176,1.0001113,0.9967899
2.766,-1.8132712,0.1406963,-0.0022212702,1.0035633,0.99377453,1.0000861,0.9967668
2.768,-1.8924589,0.13870892,-0.0021778857,1.0035646,0.9937572,1.0000609,0.99674374
2.77,-1.9700791,0.13676089,-0.0021341734,1.0035655,0.9937397,1.0000359,0.9967207
2.772,-2.0461197,0.13485253,-0.0020901395,1.003566,0.99372214,1.000011,0.99669766
2.774,-2.120569,0.1329841,-0.002045791,1.0035663,0.99370456,0.99998623,0.9966748
2.776,-2.1934164,0.13115592,-0.0020011342,1.003566,0.9936869,0.9999617,0.996652
2.778,-2.2646508,0.12936825,-0.0019561762,1.0035655,0.99366933,0.99993736,0.99662936
2.78,-2.3342612,0.12762135,-0.0019109236,1.0035648,0.99365175,0.9999133,0.9966069
2.782,-2.4022374,0.1259155,-0.0018653832,1.0035638,0.9936342,0.9998895,0.9965846
2.784,-2.4685688,0.12425095,-0.0018195622,1.0035625,0.9936168,0.999866,0.99656254
2.786,-2.5332458,0.122627944,-0.0017734669,1.0035609,0.9935995,0.9998428,0.9965408
2.788,-2.5962586,0.121046744,-0.0017271048,1.0035591,0.99358237,0.99982,0.99651927
2.79,-2.6575975,0.119507566,-0.0016804825,1.0035572,0.9935654,0.9997975,0.99649805
2.792,-2.7172534,0.118010655,-0.0016336073,1.003555,0.9935486,0.99977547,0.9964772
2.794,-2.7752173,0.116556235,-0.0015864861,1.0035528,0.993532,0.9997538,0.9964566
2.796,-2.8314805,0.11514451,-0.001539126,1.0035504,0.9935157,0.99973255,0.9964365
2.798,-2.8860343,0.11377571,-0.0014915343,1.0035479,0.99349964,0.9997118,0.99641675
2.8,-2.938871,0.112450026,-0.001443718,1.0035453,0.99348384,0.9996915,0.99639744
2.802,-2.9899821,0.11116767,-0.0013956843,1.0035425,0.9934684,0.9996717,0.99637854
2.804,-3.0393603,0.10992882,-0.0013474405,1.0035398,0.9934533,0.99965245,0.9963601
2.806,-3.086998,0.108733654,-0.001298994,1.0035369,0.99343854,0.99963367,0.9963422
2.808,-3.132888,0.10758237,-0.0012503518,1.0035342,0.9934242,0.9996155,0.9963248
2.81,-3.1770234,0.10647512,-0.0012015214,1.0035313,0.9934102,0.99959785,0.99630785
2.812,-3.2193975,0.10541209,-0.0011525102,1.0035285,0.9933967,0.99958086,0.9962915
2.814,-3.260004,0.104393415,-0.0011033254,1.0035256,0.9933836,0.9995644,0.9962757
2.816,-3.2988372,0.10341927,-0.0010539746,1.0035229,0.99337095,0.9995486,0.9962605
