Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,36.640797,0.40000004,0.4000000059604645,0.0,1.0,0.99199355,1.0,0.9959842
0.002,36.640797,0.40000004,0.4000000059604645,-6.3318027e-12,1.0,0.99199355,1.0,0.9959842
0.002,36.640797,0.40000004,0.4000000059604645,-6.3318027e-12,1.0,0.99199355,1.0,0.9959842
0.004,36.640797,0.40000004,0.4000000059604645,-1.26617085e-11,1.0,0.99199355,1.0,0.9959842
0.006,36.640797,0.40000004,0.4000000059604645,-1.8988462e-11,1.0,0.99199355,1.0,0.9959842
0.008,36.640797,0.40000004,0.4000000059604645,-2.5310845e-11,1.0,0.99199355,1.0,0.9959842
0.01,36.640797,0.40000004,0.4000000059604645,-3.1627676e-11,1.0,0.99199355,1.0,0.9959842
0.012,36.640797,0.40000004,0.4000000059604645,-3.7937806e-11,1.0,0.99199355,1.0,0.9959842
0.014,36.640797,0.40000004,0.4000000059604645,-4.424011e-11,1.0,0.99199355,1.0,0.9959842
0.016,36.640797,0.40000004,0.4000000059604645,-5.0533508e-11,1.0,0.99199355,1.0,0.9959842
0.018,36.640797,0.40000004,0.4000000059604645,-5.6816926e-11,1.0,0.99199355,1.0,0.9959842
0.02,36.640797,0.40000004,0.4000000059604645,-6.308934e-11,1.0,0.99199355,1.0,0.9959842
0.022,36.640797,0.40000004,0.4000000059604645,-6.934972e-11,1.0,0.99199355,1.0,0.9959842
0.024,36.640797,0.40000004,0.4000000059604645,-7.55971e-11,1.0,0.99199355,1.0,0.9959842
0.026,36.640797,0.40000004,0.4000000059604645,-8.1830494e-11,1.0,0.99199355,1.0,0.9959842
0.028,36.640797,0.40000004,0.4000000059604645,-8.804897e-11,1.0,0.99199355,1.0,0.9959842
0.03,36.640797,0.40000004,0.4000000059604645,-9.42516e-11,1.0,0.99199355,1.0,0.9959842
0.032,36.640797,0.40000004,0.4000000059604645,-1.0043747e-10,1.0,0.99199355,1.0,0.9959842
0.034,36.640797,0.40000004,0.4000000059604645,-1.066057e-10,1.0,0.99199355,1.0,0.9959842
0.036,36.640797,0.40000004,0.4000000059604645,-1.1275542e-10,1.0,0.99199355,1.0,0.9959842
0.038,36.640797,0.40000004,0.4000000059604645,-1.1888578e-10,1.0,0.99199355,1.0,0.9959842
0.04,36.640797,0.40000004,0.4000000059604645,-1.2499592e-10,1.0,0.99199355,1.0,0.9959842
0.042,36.640797,0.40000004,0.4000000059604645,-1.3108503e-10,1.0,0.99199355,1.0,0.9959842
0.044,36.640797,0.40000004,0.4000000059604645,-1.3715232e-10,1.0,0.99199355,1.0,0.9959842
0.046,36.640797,0.40000004,0.4000000059604645,-1.4319695e-10,1.0,0.99199355,1.0,0.9959842
0.048,36.640797,0.40000004,0.4000000059604645,-1.4921818e-10,1.0,0.99199355,1.0,0.9959842
0.05,36.640797,0.40000004,0.4000000059604645,-1.5521523e-10,1.0,0.99199355,1.0,0.9959842
0.052,36.640797,0.40000004,0.4000000059604645,-1.6118733e-10,1.0,0.99199355,1.0,0.9959842
0.054,36.640797,0.40000004,0.4000000059604645,-1.6713374e-10,1.0,0.99199355,1.0,0.9959842
